title	closest neighbor(s)	description	perfect k-mer	imperfect k-mer	length difference
Uniq2455;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq2456;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	0
Uniq2468;size=1;	Uniq0003;size=2044;	NOISY VARIANT	0	0	0
Uniq2489;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2544;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	0
Uniq2580;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2604;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq2633;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2655;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2703;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2762;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2792;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2825;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	0
Uniq2838;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2841;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2847;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2868;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2870;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2911;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq2927;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2930;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	0
Uniq2982;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2996;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3011;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3067;size=1;	Uniq0003;size=2044;	NOISY VARIANT	1	3	0
Uniq3077;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3087;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3186;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	2	0
Uniq3200;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3205;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3209;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3227;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3238;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3265;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3291;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3346;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	1	0
Uniq3367;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3385;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3386;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3397;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3403;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3457;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3481;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3487;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	1
Uniq3542;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3589;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3637;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3658;size=1;	Uniq0003;size=2044;	NOISY VARIANT	1	3	0
Uniq3667;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3735;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3748;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	1
Uniq3766;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3778;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq3817;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3830;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3840;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq3863;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3959;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq3971;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq3998;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4030;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq4036;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4038;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4100;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4130;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq4156;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4164;size=1;	Uniq0003;size=2044;	NOISY VARIANT	1	3	0
Uniq4175;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4186;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq4242;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq4252;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq4287;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4309;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq4395;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4467;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq4468;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq4489;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4491;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq4519;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4532;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4562;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq4598;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4629;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4633;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq4634;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq4641;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4660;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq4670;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4692;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4797;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq4871;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq4968;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq4980;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5021;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq5040;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5085;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq5110;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5180;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	1
Uniq5250;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5254;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5268;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5292;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq5368;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5383;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5452;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq5462;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq5475;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5506;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	1
Uniq5526;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5543;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5623;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5636;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq5642;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5652;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5701;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5719;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5749;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq5780;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5791;size=1;	Uniq0003;size=2044;	NOISY VARIANT	1	3	0
Uniq5816;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5828;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5864;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5895;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq5908;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq5934;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq5941;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq5946;size=1;	Uniq0003;size=2044;	NOISY VARIANT	1	3	0
Uniq5970;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0003;size=2044;	*	VARIANT	*	*	*
Uniq0007;size=296;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq0018;size=47;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq0059;size=22;	Uniq0004;size=1522;	NOISY VARIANT	2	4	1
Uniq0117;size=15;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0162;size=13;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0177;size=12;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq0243;size=9;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0318;size=7;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq0328;size=7;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0354;size=7;	Uniq0004;size=1522;	NOISY VARIANT	2	4	1
Uniq0399;size=6;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0422;size=6;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0432;size=6;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0444;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0447;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0452;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0470;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0475;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0495;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0500;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0501;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	1	0
Uniq0505;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0521;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0522;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0523;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0525;size=5;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq0532;size=5;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0533;size=5;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq0536;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0544;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0547;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0551;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0561;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0586;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0588;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0590;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0593;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0598;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0600;size=4;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0620;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0638;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0665;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0676;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0678;size=4;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0679;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0686;size=4;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0688;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0692;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq0694;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0695;size=4;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0701;size=4;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0707;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0716;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0719;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0724;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0730;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0735;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0736;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0738;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0739;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0745;size=3;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0760;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0774;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0787;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0796;size=3;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0799;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0809;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0810;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0827;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0828;size=3;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0840;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0857;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0864;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0866;size=3;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0872;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0873;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0879;size=3;	Uniq0004;size=1522;	NOISY VARIANT	2	4	1
Uniq0887;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0894;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0900;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0904;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0909;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0918;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq0919;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0930;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0931;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq0944;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq0945;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0946;size=3;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq0949;size=3;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0970;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq0980;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0983;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	1	0
Uniq0985;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq0992;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq0997;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1000;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1019;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1022;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1025;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1038;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1050;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1053;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1056;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1064;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1066;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	1
Uniq1072;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1076;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1080;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1083;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1106;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	2	1
Uniq1128;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1132;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1133;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq1136;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1139;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1140;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1143;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1145;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1153;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1160;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1162;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1168;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1173;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1188;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq1189;size=2;	Uniq0004;size=1522;	NOISY VARIANT	1	3	1
Uniq1196;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1200;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1202;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1204;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1207;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1223;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1226;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1245;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1247;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1248;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1252;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1256;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1266;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1271;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq1273;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1274;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1275;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1277;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1284;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1300;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1302;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1311;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1312;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq1314;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1316;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1329;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1333;size=2;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1334;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1340;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1341;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1356;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1357;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1360;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1366;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1388;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1400;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1414;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1423;size=2;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1430;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1438;size=2;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq1477;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1489;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1503;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1518;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	1
Uniq1574;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1581;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq1584;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1592;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1608;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1658;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1660;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1670;size=1;	Uniq0004;size=1522;	NOISY VARIANT	1	3	0
Uniq1682;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1709;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq1797;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1814;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1853;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1871;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq1875;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	1
Uniq1885;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq1909;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	0
Uniq1910;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1912;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1913;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	0	1
Uniq1925;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq1935;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	2	1
Uniq1986;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	2	1
Uniq1989;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq1997;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2047;size=1;	Uniq0004;size=1522;	NOISY VARIANT	1	3	1
Uniq2051;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2074;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	1
Uniq2087;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq2092;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2108;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2130;size=1;	Uniq0004;size=1522;	NOISY VARIANT	2	4	0
Uniq2173;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
Uniq2174;size=1;	Uniq0004;size=1522;	NOISY VARIANT	1	3	1
Uniq2177;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	0
Uniq2188;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2216;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	0	0
Uniq2236;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2260;size=1;	Uniq0004;size=1522;	NOISY VARIANT	3	3	0
Uniq2268;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	2	1
Uniq2273;size=1;	Uniq0004;size=1522;	NOISY VARIANT	4	4	1
